"order_id","courier_id","courier_age_years","courier_rating_1_to_5","restaurant_latitude_deg","restaurant_longitude_deg","customer_latitude_deg","customer_longitude_deg","order_type","vehicle_type","temperature_celsius","humidity_percent","precipitation_mm","weather_description","traffic_level","distance_km","delivery_time_min","order_type_factor","vehicle_type_factor","traffic_level_cleaned","traffic_level_factor","weather_description_cleaned","weather_category","long_delivery_flag","average_speed_kmph"
"5FDE","HYDRES16DEL03",35,4.7,17.440827,78.393391,17.530827,78.483391,"Buffet ","motorcycle ",22.71,60,0,"haze","High",21.08,47.73333333,"Buffet","motorcycle","high","high","haze","Poor Visibility",1,26.497206705761
"30B9","VADRES010DEL03",20,4.7,22.310329,73.169083,22.340329,73.199083,"Drinks ","motorcycle ",24,64,0,"haze","Low",6.97,24.28333333,"Drinks","motorcycle","low","low","haze","Poor Visibility",0,17.2216884031876
"BB12","INDORES17DEL01",22,4.9,22.761226,75.887522,22.771226,75.897522,"Snack ","electric_scooter ",22.16,60,0,"haze","Very Low",2.44,13.56666667,"Snack","electric_scooter","very low","very low","haze","Poor Visibility",0,10.7911547885034
"9AB0","MUMRES17DEL03",36,4.9,19.121999,72.908493,19.211999,72.998493,"Buffet ","motorcycle ",28.05,57,0,"smoke","High",18.91,43.3,"Buffet","motorcycle","high","high","smoke","Poor Visibility",1,26.203233256351
"9F52","CHENRES18DEL01",34,4.3,12.981615,80.231598,13.051615,80.301598,"Meal ","motorcycle ",28.47,81,0,"mist","High",14.7,37.13333333,"Meal","motorcycle","high","high","mist","Rainy",0,23.7522441673027
"A619","PUNERES09DEL01",25,4.7,18.536562,73.896485,18.606562,73.966485,"Snack ","motorcycle ",23.09,48,0,"clear sky","High",18.87,44.26666667,"Snack","motorcycle","high","high","clear sky","Clear",1,25.5768072269897
"9B0E","VADRES01DEL01",21,4.8,22.307898,73.167788,22.317898,73.177788,"Snack ","motorcycle ",24,64,0,"haze","Low",5.22,17.48333333,"Snack","motorcycle","low","low","haze","Poor Visibility",0,17.9142040072286
"119D","INDORES010DEL03",37,5,22.75004,75.902847,22.81004,75.962847,"Meal ","scooter ",22.19,60,0,"haze","Moderate",13.4,30.98333333,"Meal","scooter","moderate","moderate","haze","Poor Visibility",0,25.9494351829962
"7A4C","CHENRES02DEL01",29,4.7,13.086438,80.220672,13.196438,80.330672,"Snack ","motorcycle ",28.32,82,0,"overcast clouds","Very High",26.35,60.36666667,"Snack","motorcycle","very high","very high","overcast clouds","Clear",1,26.1899503022535
"D92E","KNPRES16DEL02",36,4.9,26.482581,80.315628,26.562581,80.395628,"Meal ","motorcycle ",25.62,42,0,"clear sky","High",17.28,40.68333333,"Meal","motorcycle","high","high","clear sky","Clear",1,25.4846374457587
"4BC9","BANGRES13DEL01",23,4.7,12.935662,77.61413,13.005662,77.68413,"Drinks ","motorcycle ",22.86,73,0,"haze","High",19.29,43.65,"Drinks","motorcycle","high","high","haze","Poor Visibility",1,26.5154639175258
"133B","COIMBRES04DEL02",28,4.5,11.024839,77.007003,11.154839,77.137003,"Buffet ","scooter ",26.26,73,0,"haze","High",30.43,44.16666667,"Buffet","scooter","high","high","haze","Poor Visibility",1,41.3388679214084
"ABBA","BANGRES17DEL01",31,4.8,12.972532,77.608179,12.982532,77.618179,"Meal ","motorcycle ",23.12,71,0,"haze","Very Low",2.12,9.95,"Meal","motorcycle","very low","very low","haze","Poor Visibility",0,12.78391959799
"17D0","PUNERES20DEL02",39,4.7,18.592718,73.773572,18.642718,73.823572,"Snack ","motorcycle ",22.44,50,0,"clear sky","Moderate",11.01,27.98333333,"Snack","motorcycle","moderate","moderate","clear sky","Clear",0,23.606908877142
"92AE","HYDRES010DEL01",33,4.9,17.428294,78.404423,17.468294,78.444423,"Snack ","motorcycle ",22.96,60,0,"haze","Moderate",11.47,31.85,"Snack","motorcycle","moderate","moderate","haze","Poor Visibility",0,21.607535321821
"3D32","CHENRES17DEL01",33,4.4,13.045479,80.23311,13.115479,80.30311,"Drinks ","scooter ",28.35,82,0,"overcast clouds","High",18.38,51.03333333,"Drinks","scooter","high","high","overcast clouds","Clear",1,21.6094056186551
"35D9","PUNERES17DEL01",22,4.9,18.530963,73.828972,18.570963,73.868972,"Meal ","motorcycle ",22.94,49,0,"clear sky","Moderate",10.74,27.25,"Meal","motorcycle","moderate","moderate","clear sky","Clear",0,23.6477064220183
"F8D","BANGRES02DEL02",27,4.8,12.970221,77.645396,13.100221,77.775396,"Snack ","scooter ",22.15,73,0,"haze","Very High",24.05,52.55,"Snack","scooter","very high","very high","haze","Poor Visibility",1,27.4595623215985
"513A","CHENRES20DEL02",31,4.8,12.975996,80.221898,12.995996,80.241898,"Buffet ","electric_scooter ",28.51,81,0,"mist","Low",4.09,18.86666667,"Buffet","electric_scooter","low","low","mist","Rainy",0,13.0070671355111
"A5FC","MUMRES06DEL02",37,4.4,19.055831,72.833984,19.105831,72.883984,"Snack ","motorcycle ",27.97,57,0,"smoke","Moderate",13.18,39.35,"Snack","motorcycle","moderate","moderate","smoke","Poor Visibility",0,20.0965692503177
"731F","MUMRES20DEL02",24,4.8,19.103249,72.846749,19.233249,72.976749,"Snack ","motorcycle ",27.86,57,0,"smoke","Very High",31.33,66.6,"Snack","motorcycle","very high","very high","smoke","Poor Visibility",1,28.2252252252252
"42DA","SURRES06DEL02",23,4.5,21.185047,72.80859,21.235047,72.85859,"Meal ","motorcycle ",24.95,73,0,"mist","Moderate",11.12,27.43333333,"Meal","motorcycle","moderate","moderate","mist","Rainy",0,24.3207776457255
"A1F9","CHENRES17DEL01",23,4.9,13.045479,80.23311,13.055479,80.24311,"Meal ","motorcycle ",28.32,81,0,"mist","Very Low",2.83,12.85,"Meal","motorcycle","very low","very low","mist","Rainy",0,13.2140077821012
"1DF8","COIMBRES01DEL01",34,4.9,11.016298,76.972076,11.026298,76.982076,"Buffet ","motorcycle ",25.9,73,0,"haze","Very Low",2.01,11.1,"Buffet","motorcycle","very low","very low","haze","Poor Visibility",0,10.8648648648649
"25F2","HYDRES13DEL01",21,4.2,17.431477,78.40035,17.541477,78.51035,"Meal ","motorcycle ",22.52,60,0,"haze","Very High",27.05,56.43333333,"Meal","motorcycle","very high","very high","haze","Poor Visibility",1,28.7595983478299
"23ED","INDORES12DEL02",35,3.5,22.74806,75.8934,22.82806,75.9734,"Meal ","scooter ",22.23,44,0,"clear sky","Moderate",16.68,27.9,"Meal","scooter","moderate","moderate","clear sky","Clear",0,35.8709677419355
"CA63","LUDHRES08DEL03",34,4.7,30.899992,75.831338,31.039992,75.971338,"Drinks ","motorcycle ",23.37,39,0,"clear sky","Very High",39.6,56.06666667,"Drinks","motorcycle","very high","very high","clear sky","Clear",1,42.378121281666
"AF3A","JAPRES16DEL03",22,4.3,26.849596,75.800512,26.939596,75.890512,"Meal ","motorcycle ",24.01,46,0,"haze","High",20.04,42.61666667,"Meal","motorcycle","high","high","haze","Poor Visibility",1,28.2143136466004
"6376","COIMBRES11DEL01",24,5,11.001753,76.986241,11.011753,76.996241,"Meal ","motorcycle ",25.97,73,0,"haze","Very Low",2.76,11.1,"Meal","motorcycle","very low","very low","haze","Poor Visibility",0,14.9189189189189
"8994","INDORES05DEL03",27,4.5,22.727021,75.884167,22.817021,75.974167,"Meal ","motorcycle ",22.23,44,0,"clear sky","High",19.08,36.45,"Meal","motorcycle","high","high","clear sky","Clear",0,31.4074074074074
"9A92","CHENRES09DEL02",23,5,13.044694,80.26147,13.124694,80.34147,"Snack ","motorcycle ",28.37,82,0,"overcast clouds","Very High",18.15,60.3,"Snack","motorcycle","very high","very high","overcast clouds","Clear",1,18.0597014925373
"8.00E+12","MUMRES07DEL03",37,4.7,19.091458,72.827808,19.181458,72.917808,"Drinks ","motorcycle ",27.34,57,0,"smoke","Very High",22.96,77.78333333,"Drinks","motorcycle","very high","very high","smoke","Poor Visibility",1,17.7107349482627
"DAAD","BHPRES01DEL01",38,4.9,23.211529,77.419399,23.221529,77.429399,"Snack ","motorcycle ",22.4,42,0,"clear sky","Very Low",2.54,11.83333333,"Snack","motorcycle","very low","very low","clear sky","Clear",0,12.8788732430645
"2BDB","BANGRES17DEL01",38,4.9,12.972532,77.608179,13.012532,77.648179,"Meal ","motorcycle ",22.77,72,0,"haze","Moderate",7,22.71666667,"Meal","motorcycle","moderate","moderate","haze","Poor Visibility",0,18.4886280236994
"8F2","CHENRES11DEL02",29,4.6,13.064181,80.236442,13.194181,80.366442,"Buffet ","scooter ",28.34,75,0,"overcast clouds","Very High",30.99,73.58333333,"Buffet","scooter","very high","very high","overcast clouds","Clear",1,25.2693091744176
"DF10","DEHRES010DEL03",28,4.6,30.328174,78.049117,30.418174,78.139117,"Drinks ","motorcycle ",12.02,84,0,"clear sky","Very High",19.11,70.81666667,"Drinks","motorcycle","very high","very high","clear sky","Clear",1,16.1911037883647
"E68","COIMBRES14DEL01",29,4.6,11.003681,76.975525,11.073681,77.045525,"Meal ","motorcycle ",26.03,73,0,"haze","High",14.51,33.36666667,"Meal","motorcycle","high","high","haze","Poor Visibility",0,26.0919080893015
"7299","SURRES07DEL02",23,4.7,21.170798,72.790489,21.190798,72.810489,"Buffet ","motorcycle ",24.99,73,0,"mist","Very Low",3.28,14.1,"Buffet","motorcycle","very low","very low","mist","Rainy",0,13.9574468085106
"CD0B","KNPRES010DEL01",34,4.8,26.47775,80.351569,26.51775,80.391569,"Meal ","scooter ",25.65,42,0,"clear sky","Moderate",12.98,27.71666667,"Meal","scooter","moderate","moderate","clear sky","Clear",0,28.0986169539268
"A971","MUMRES010DEL01",20,4.6,19.003517,72.82765,19.073517,72.89765,"Meal ","motorcycle ",28.03,57,0,"smoke","High",19.27,44.7,"Meal","motorcycle","high","high","smoke","Poor Visibility",1,25.8657718120805
"CF65","ALHRES17DEL03",36,4.9,25.45235,81.841889,25.51235,81.901889,"Snack ","motorcycle ",25.48,43,0,"clear sky","High",15.99,37.81666667,"Snack","motorcycle","high","high","clear sky","Clear",0,25.3697664146876
"6124","COIMBRES05DEL01",35,4.7,11.022169,76.999594,11.062169,77.039594,"Drinks ","motorcycle ",25.97,73,0,"haze","Low",8.13,29.31666667,"Drinks","motorcycle","low","low","haze","Poor Visibility",0,16.6389994296033
"B11E","VADRES19DEL02",24,5,22.311844,73.165081,22.361844,73.215081,"Buffet ","motorcycle ",24.01,64,0,"haze","Moderate",11.75,26.5,"Buffet","motorcycle","moderate","moderate","haze","Poor Visibility",0,26.6037735849057
"BFD6","DEHRES06DEL03",38,4.7,30.361281,78.068022,30.391281,78.098022,"Meal ","motorcycle ",16.05,79,0,"clear sky","Low",5.07,15.6,"Meal","motorcycle","low","low","clear sky","Clear",0,19.5
"5D34","COIMBRES010DEL03",34,4.9,11.003008,76.97544,11.063009,77.03544,"Drinks ","motorcycle ",25.97,73,0,"haze","Moderate",11.58,34.16666667,"Drinks","motorcycle","moderate","moderate","haze","Poor Visibility",0,20.3356097541136
"3003","SURRES18DEL02",34,4.5,21.149834,72.778666,21.199834,72.828666,"Drinks ","scooter ",24.91,73,0,"mist","Moderate",9.44,35.18333333,"Drinks","scooter","moderate","moderate","mist","Rainy",0,16.0985315031832
"7471","BANGRES010DEL03",29,4.9,12.933298,77.614293,12.993298,77.674293,"Drinks ","motorcycle ",23.02,72,0,"haze","High",15.98,50.48333333,"Drinks","motorcycle","high","high","haze","Poor Visibility",1,18.99240673615
"86BF","MYSRES11DEL01",34,4.6,12.323225,76.630028,12.363225,76.670028,"Snack ","scooter ",20.61,67,0,"clear sky","Moderate",9.12,29,"Snack","scooter","moderate","moderate","clear sky","Clear",0,18.8689655172414
"A86A","HYDRES02DEL01",26,4.7,17.41233,78.449654,17.45233,78.489654,"Drinks ","scooter ",22.97,60,0,"haze","Low",8.41,28.93333333,"Drinks","scooter","low","low","haze","Poor Visibility",0,17.4400921679078
"847E","SURRES05DEL03",28,4.8,21.175104,72.804342,21.265104,72.894342,"Buffet ","scooter ",24.91,42,0,"clear sky","High",17.94,38.38333333,"Buffet","scooter","high","high","clear sky","Clear",0,28.0434216264041
"2491","COIMBRES20DEL03",32,4.5,10.994136,76.963303,11.024136,76.993303,"Snack ","motorcycle ",25.94,73,0,"haze","Low",5.75,20.4,"Snack","motorcycle","low","low","haze","Poor Visibility",0,16.9117647058824
"AFD3","JAPRES13DEL03",26,4.6,26.846156,75.8023,26.936156,75.8923,"Snack ","scooter ",24.01,46,0,"haze","High",18.91,43.06666667,"Snack","scooter","high","high","haze","Poor Visibility",1,26.345201236351
"D698","DEHRES04DEL01",39,4.9,30.340722,78.060221,30.350722,78.070221,"Snack ","scooter ",17.44,76,0,"clear sky","Very Low",2.04,13.15,"Snack","scooter","very low","very low","clear sky","Clear",0,9.30798479087452
"D7D8","LUDHRES15DEL03",38,4.5,30.899584,75.809346,30.989584,75.899346,"Snack ","motorcycle ",23.67,39,0,"clear sky","Very High",25.86,54.18333333,"Snack","motorcycle","very high","very high","clear sky","Clear",1,28.6361119673107
"5.00E+29","MYSRES19DEL01",23,4.8,12.334022,76.618203,12.404022,76.688203,"Snack ","motorcycle ",20.8,67,0,"clear sky","Moderate",16.31,30.18333333,"Snack","motorcycle","moderate","moderate","clear sky","Clear",0,32.4218663757506
"D253","AURGRES08DEL01",26,4.6,19.876428,75.364792,19.886428,75.374792,"Buffet ","scooter ",21.86,60,0,"haze","Very Low",2.36,10.96666667,"Buffet","scooter","very low","very low","haze","Poor Visibility",0,12.9118540994189
"4072","HYDRES07DEL02",38,5,17.424114,78.347554,17.444114,78.367554,"Snack ","motorcycle ",22.61,60,0,"haze","Low",5.71,17.2,"Snack","motorcycle","low","low","haze","Poor Visibility",0,19.9186046511628
"82F9","HYDRES07DEL02",29,4.5,17.424114,78.347554,17.504114,78.427554,"Meal ","motorcycle ",22.73,60,0,"haze","High",16.84,35.46666667,"Meal","motorcycle","high","high","haze","Poor Visibility",0,28.4887218018338
"2A65","JAPRES18DEL03",29,4.8,26.913987,75.752891,27.053987,75.892891,"Snack ","motorcycle ",23.72,29,0,"clear sky","Very High",27.45,55,"Snack","motorcycle","very high","very high","clear sky","Clear",1,29.9454545454545
"453A","JAPRES19DEL03",20,4.9,26.913726,75.75282,26.943726,75.78282,"Meal ","motorcycle ",23.6,46,0,"haze","Low",7.34,17.2,"Meal","motorcycle","low","low","haze","Poor Visibility",0,25.6046511627907
"1442","MYSRES11DEL01",38,4.6,12.323225,76.630028,12.393225,76.700028,"Snack ","motorcycle ",20.8,67,0,"clear sky","Moderate",16.12,34.65,"Snack","motorcycle","moderate","moderate","clear sky","Clear",0,27.9134199134199
"1F6E","PUNERES20DEL01",27,4.6,18.592718,73.773572,18.632718,73.813572,"Drinks ","motorcycle ",22.46,50,0,"clear sky","Low",8.39,29.51666667,"Drinks","motorcycle","low","low","clear sky","Clear",0,17.0547713137149
"4.00E+82","RANCHIRES06DEL02",30,4.5,23.357804,85.325146,23.437804,85.405146,"Snack ","motorcycle ",20.19,83,0,"mist","High",15.67,39.9,"Snack","motorcycle","high","high","mist","Rainy",0,23.5639097744361
"551B","BANGRES04DEL02",21,4.8,12.98041,77.640489,13.06041,77.720489,"Buffet ","motorcycle ",22.46,73,0,"haze","High",16.67,42.7,"Buffet","motorcycle","high","high","haze","Poor Visibility",1,23.423887587822
"AB09","JAPRES07DEL02",36,4.7,26.766536,75.837333,26.816536,75.887333,"Meal ","scooter ",24.14,46,0,"haze","Low",9.41,21.06666667,"Meal","scooter","low","low","haze","Poor Visibility",0,26.8006329071518
"78BA","COIMBRES09DEL01",30,4.7,11.008638,76.984311,11.048638,77.024311,"Drinks ","motorcycle ",25.86,73,0,"haze","Moderate",9.23,32.9,"Drinks","motorcycle","moderate","moderate","haze","Poor Visibility",0,16.8328267477204
"23D6","RANCHIRES09DEL02",26,4.2,23.351058,85.325731,23.431058,85.405731,"Drinks ","motorcycle ",20.18,83,0,"mist","High",15.8,45.46666667,"Drinks","motorcycle","high","high","mist","Rainy",1,20.8504398811693
"1.40E+02","RANCHIRES20DEL02",28,4.3,23.39925,85.390464,23.41925,85.410464,"Snack ","motorcycle ",20.19,83,0,"mist","Very Low",3.1,13.51666667,"Snack","motorcycle","very low","very low","mist","Rainy",0,13.760789145805
"7499","CHENRES01DEL02",37,4.7,13.005801,80.250744,13.085801,80.330744,"Meal ","motorcycle ",28.42,82,0,"overcast clouds","Very High",20.55,59.46666667,"Meal","motorcycle","very high","very high","overcast clouds","Clear",1,20.7343049315732
"4054","COIMBRES08DEL01",21,4.8,11.001852,76.976268,11.011852,76.986268,"Snack ","motorcycle ",25.93,73,0,"haze","Very Low",3.04,15.25,"Snack","motorcycle","very low","very low","haze","Poor Visibility",0,11.9606557377049
"BAD 4.00","COIMBRES01DEL03",36,4.9,11.016298,76.972076,11.076298,77.032076,"Buffet ","scooter ",26,73,0,"haze","Moderate",13.46,28.71666667,"Buffet","scooter","moderate","moderate","haze","Poor Visibility",0,28.1230412039323
"D796","AURGRES04DEL01",21,4.6,19.876106,75.340775,19.946106,75.410775,"Buffet ","scooter ",21.52,60,0,"haze","High",15.38,48.23333333,"Buffet","scooter","high","high","haze","Poor Visibility",1,19.1319972369822
"6A95","BANGRES11DEL02",35,4.4,12.934365,77.616155,12.954365,77.636155,"Buffet ","motorcycle ",23.29,71,0,"haze","Low",4.96,20.61666667,"Buffet","motorcycle","low","low","haze","Poor Visibility",0,14.4349231989596
"CC60","AURGRES01DEL03",33,4.8,19.876219,75.346017,19.936219,75.406017,"Snack ","motorcycle ",21.68,60,0,"haze","High",15.02,45.03333333,"Snack","motorcycle","high","high","haze","Poor Visibility",1,20.0118430806819
"22FB","RANCHIRES05DEL03",35,4.9,23.355164,85.324097,23.415164,85.384097,"Snack ","motorcycle ",20.17,83,0,"mist","High",11.5,39.45,"Snack","motorcycle","high","high","mist","Rainy",0,17.4904942965779
"6F98","SURRES19DEL01",36,4.2,21.149669,72.772629,21.219669,72.842629,"Drinks ","motorcycle ",24.92,73,0,"mist","Moderate",14.03,41.65,"Drinks","motorcycle","moderate","moderate","mist","Rainy",1,20.2112845138055
"3B79","BANGRES01DEL01",35,4.7,12.933284,77.615428,13.043284,77.725428,"Meal ","scooter ",22.64,73,0,"haze","Very High",24.37,48.55,"Meal","scooter","very high","very high","haze","Poor Visibility",1,30.1174047373841
"8239","INDORES03DEL02",20,3.9,22.751857,75.866699,22.801857,75.916699,"Drinks ","motorcycle ",22.16,60,0,"haze","Moderate",10.17,34.46666667,"Drinks","motorcycle","moderate","moderate","haze","Poor Visibility",0,17.7040618938391
"BF3C","LUDHRES11DEL02",29,4.6,30.893081,75.821495,30.943081,75.871495,"Meal ","motorcycle ",23.9,38,0,"clear sky","Moderate",11.75,24.88333333,"Meal","motorcycle","moderate","moderate","clear sky","Clear",0,28.3322170165214
"288B","COIMBRES19DEL03",21,4.8,11.022298,76.998349,11.112298,77.088349,"Drinks ","motorcycle ",26.12,73,0,"haze","High",18.09,45.55,"Drinks","motorcycle","high","high","haze","Poor Visibility",1,23.8287596048299
"D751","AURGRES17DEL01",23,4.7,19.876994,75.372353,19.946994,75.442353,"Meal ","motorcycle ",21.47,60,0,"haze","High",14.37,41.4,"Meal","motorcycle","high","high","haze","Poor Visibility",1,20.8260869565217
"B0A1","RANCHIRES18DEL02",27,4.9,23.351489,85.324253,23.401489,85.374253,"Snack ","motorcycle ",19.98,83,0,"mist","Moderate",10,30.3,"Snack","motorcycle","moderate","moderate","mist","Rainy",0,19.8019801980198
"3B48","JAPRES09DEL01",32,4.8,26.911378,75.789034,26.951378,75.829034,"Meal ","motorcycle ",23.01,46,0,"haze","High",17.36,43.18333333,"Meal","motorcycle","high","high","haze","Poor Visibility",1,24.1204168293416
"7791","SURRES11DEL01",22,4.9,21.157735,72.768778,21.267735,72.878778,"Drinks ","scooter ",24.92,43,0,"clear sky","High",22.71,54.35,"Drinks","scooter","high","high","clear sky","Clear",1,25.0708371665133
"76D1","PUNERES09DEL03",34,4.3,18.536562,73.896485,18.596562,73.956485,"Meal ","motorcycle ",23.03,48,0,"clear sky","High",15.37,36.4,"Meal","motorcycle","high","high","clear sky","Clear",0,25.3351648351648
"8C5F","MYSRES20DEL01",39,4,12.337978,76.616792,12.377978,76.656792,"Snack ","motorcycle ",20.61,67,0,"clear sky","Low",10.19,23.8,"Snack","motorcycle","low","low","clear sky","Clear",0,25.6890756302521
"392A","SURRES12DEL02",26,4.7,21.183434,72.814492,21.263434,72.894492,"Snack ","motorcycle ",24.93,42,0,"clear sky","High",16.73,37.43333333,"Snack","motorcycle","high","high","clear sky","Clear",0,26.8156723087102
"A1A5","COIMBRES010DEL03",30,4.9,11.003008,76.97544,11.093008,77.06544,"Drinks ","motorcycle ",26,73,0,"haze","High",16.69,42.65,"Drinks","motorcycle","high","high","haze","Poor Visibility",1,23.4794841735053
"619E","CHENRES13DEL01",32,4.9,13.027018,80.254791,13.137018,80.364791,"Meal ","motorcycle ",28.38,82,0,"overcast clouds","Very High",22.66,65.41666667,"Meal","motorcycle","very high","very high","overcast clouds","Clear",1,20.7836942664569
"1E5F","MYSRES06DEL03",29,4.7,12.323994,76.626167,12.413994,76.716167,"Snack ","scooter ",20.7,67,0,"clear sky","High",17.86,35.48333333,"Snack","scooter","high","high","clear sky","Clear",0,30.2000939436543
"A9F3","CHENRES13DEL01",26,4.7,13.027018,80.254791,13.037018,80.264791,"Drinks ","motorcycle ",28.41,81,0,"mist","Low",4.16,25.18333333,"Drinks","motorcycle","low","low","mist","Rainy",0,9.91131700991546
"A702","SURRES05DEL02",26,4.5,21.175104,72.804342,21.305104,72.934342,"Buffet ","scooter ",24.89,42,0,"clear sky","Very High",32.32,53.48333333,"Buffet","scooter","very high","very high","clear sky","Clear",1,36.2580243088974
"AEA5","JAPRES08DEL02",20,4.8,26.910262,75.783013,26.930262,75.803013,"Drinks ","motorcycle ",23.57,46,0,"haze","Low",4.38,23.43333333,"Drinks","motorcycle","low","low","haze","Poor Visibility",0,11.2147937427048
"CC06","KOCRES15DEL02",36,4.2,10.027364,76.308258,10.077364,76.358258,"Drinks ","motorcycle ",24.59,88,0,"few clouds","Moderate",9.67,35.08333333,"Drinks","motorcycle","moderate","moderate","few clouds","Clear",0,16.5377672224739
"B7CB","RANCHIRES08DEL03",33,4.9,23.353783,85.326967,23.443783,85.416967,"Buffet ","motorcycle ",20.18,83,0,"mist","Moderate",16.82,32.1,"Buffet","motorcycle","moderate","moderate","mist","Rainy",0,31.4392523364486
"BA7B","COIMBRES13DEL01",29,4.7,11.003669,76.976494,11.013669,76.986494,"Snack ","electric_scooter ",25.93,73,0,"haze","Very Low",2.07,10.9,"Snack","electric_scooter","very low","very low","haze","Poor Visibility",0,11.394495412844
"849F","SURRES06DEL01",29,4.6,21.185047,72.80859,21.295047,72.91859,"Snack ","motorcycle ",24.9,42,0,"clear sky","High",22.17,44.51666667,"Snack","motorcycle","high","high","clear sky","Clear",1,29.8809434646289
"776D","BANGRES18DEL02",32,5,12.913041,77.683237,12.933041,77.703237,"Meal ","motorcycle ",23.46,72,0,"haze","Low",5.65,18.16666667,"Meal","motorcycle","low","low","haze","Poor Visibility",0,18.6605504552916
"7EC3","INDORES11DEL01",24,4.5,22.751234,75.88949,22.821234,75.95949,"Buffet ","scooter ",22.19,60,0,"haze","Moderate",15.88,31.98333333,"Buffet","scooter","moderate","moderate","haze","Poor Visibility",0,29.7905158967994
"53A6","INDORES04DEL02",23,4.9,22.753659,75.903365,22.773659,75.923365,"Snack ","scooter ",22.1,60,0,"haze","Low",4.63,16.45,"Snack","scooter","low","low","haze","Poor Visibility",0,16.887537993921
"82D3","MUMRES16DEL03",22,4.9,19.120083,72.907385,19.180083,72.967385,"Drinks ","motorcycle ",27.99,57,0,"smoke","Moderate",12.48,39.96666667,"Drinks","motorcycle","moderate","moderate","smoke","Poor Visibility",0,18.7356130092798
"88A1","PUNERES06DEL01",27,4.5,18.546258,73.904337,18.656258,74.014337,"Snack ","scooter ",23.58,47,0,"clear sky","High",22.85,47.98333333,"Snack","scooter","high","high","clear sky","Clear",1,28.5724209814917
"7842","JAPRES11DEL02",30,4.9,26.90294,75.793007,26.95294,75.843007,"Drinks ","scooter ",23.77,46,0,"haze","Moderate",9.12,34.2,"Drinks","scooter","moderate","moderate","haze","Poor Visibility",0,16
"25B4","INDORES14DEL02",30,3.6,22.761593,75.886362,22.841593,75.966362,"Snack ","electric_scooter ",22.21,44,0,"clear sky","High",14.73,38.26666667,"Snack","electric_scooter","high","high","clear sky","Clear",0,23.0958188133192
"15AB","MYSRES17DEL02",29,4.6,12.326356,76.619103,12.456356,76.749103,"Meal ","scooter ",20.23,67,0,"clear sky","High",26.19,40.43333333,"Meal","scooter","high","high","clear sky","Clear",1,38.8639736223301
"A6AA","SURRES12DEL03",32,5,21.183434,72.814492,21.273434,72.904492,"Meal ","motorcycle ",24.91,42,0,"clear sky","High",17.3,33.91666667,"Meal","motorcycle","high","high","clear sky","Clear",0,30.6044226014148
"1245","VADRES19DEL01",36,4.6,22.311844,73.165081,22.421844,73.275081,"Drinks ","motorcycle ",23.93,64,0,"haze","High",20.28,47.11666667,"Drinks","motorcycle","high","high","haze","Poor Visibility",1,25.8252564537796
"98C1","MUMRES11DEL03",30,5,18.994237,72.825553,19.024237,72.855553,"Meal ","motorcycle ",27.98,57,0,"smoke","Moderate",8.23,26.75,"Meal","motorcycle","moderate","moderate","smoke","Poor Visibility",0,18.4598130841121
"D1A0","AURGRES18DEL03",35,4.7,19.888716,75.321461,19.918716,75.351461,"Buffet ","scooter ",21.84,60,0,"haze","Low",5.34,14.71666667,"Buffet","scooter","low","low","haze","Poor Visibility",0,21.7712344231549
"B46E","MYSRES11DEL01",21,5,12.323225,76.630028,12.333225,76.640028,"Snack ","scooter ",20.54,67,0,"clear sky","Very Low",3.28,11.75,"Snack","scooter","very low","very low","clear sky","Clear",0,16.7489361702128
"4272","SURRES03DEL02",38,4.5,21.186884,72.793616,21.236884,72.843616,"Drinks ","scooter ",25.01,73,0,"mist","Low",8.08,30.1,"Drinks","scooter","low","low","mist","Rainy",0,16.1063122923588
"AC29","RANCHIRES010DEL01",39,4.6,23.354422,85.3329,23.394422,85.3729,"Buffet ","motorcycle ",20.06,83,0,"mist","Low",6.99,25.51666667,"Buffet","motorcycle","low","low","mist","Rainy",0,16.4363161310991
"3AE3","BANGRES17DEL03",30,4.1,12.972532,77.608179,13.062532,77.698179,"Buffet ","motorcycle ",22.32,73,0,"haze","Very High",18.39,49.76666667,"Buffet","motorcycle","very high","very high","haze","Poor Visibility",1,22.1714668437929
"C1CE","LUDHRES15DEL02",22,4.8,30.899584,75.809346,31.029584,75.939346,"Drinks ","motorcycle ",23.56,39,0,"clear sky","Very High",39.53,58.96666667,"Drinks","motorcycle","very high","very high","clear sky","Clear",1,40.2227247009484
"7DB2","HYDRES06DEL01",33,3,17.455894,78.375467,17.565894,78.485467,"Buffet ","motorcycle ",22.6,60,0,"haze","Very High",26.32,54.23333333,"Buffet","motorcycle","very high","very high","haze","Poor Visibility",1,29.1186232347338
"9520","MUMRES19DEL03",20,4.7,19.131141,72.813074,19.221141,72.903074,"Meal ","motorcycle ",26.62,57,0,"smoke","Very High",22.94,65.15,"Meal","motorcycle","very high","very high","smoke","Poor Visibility",1,21.1266308518803
"6.00E+03","PUNERES13DEL02",36,4.6,18.56245,73.916619,18.69245,74.046619,"Snack ","motorcycle ",23.6,46,0,"clear sky","Very High",29.32,70.2,"Snack","motorcycle","very high","very high","clear sky","Clear",1,25.0598290598291
"116F","SURRES010DEL03",29,4.6,21.17106,72.789292,21.23106,72.849292,"Drinks ","scooter ",25.01,73,0,"mist","Moderate",11.64,39.91666667,"Drinks","scooter","moderate","moderate","mist","Rainy",0,17.4964509379961
